Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,Date,Time,Age_Category,Time_Status
2023-06-06 02:20:24-05:30,20,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,No,Multiple times a day,,First page,1,No,Often,Found a better price elsewhere,Often,No,Occasionally,Sometimes,3,No,3,3,Competitive prices,Reducing packaging waste,06/06/2023,02:20:24,Young Adult (18-25),Night
2023-06-06 02:22:01-05:30,25,Male,Few times a month,others,No,Rarely,,Multiple pages,1,Maybe,Sometimes,Changed my mind or no longer need the item,Never,No,Moderately,Sometimes,2,Sometimes,2,3,Wide product selection,Product quality and accuracy,06/06/2023,02:22:01,Young Adult (18-25),Night
2023-06-06 03:26:02-05:30,55,Others,Few times a month,Groceries and Gourmet Food,Yes,Multiple times a day,,Multiple pages,3,Yes,Sometimes,High shipping costs,Often,Yes,Rarely,Yes,4,Yes,3,3,Product recommendations,Customer service responsiveness,06/06/2023,03:26:02,Middle-Aged Adult (41-60),Night
2023-06-06 03:26:08-05:30,24,Female,Once a month,Beauty and Personal Care;Home and Kitchen;others,No,Few times a week,,Multiple pages,2,Yes,Rarely,High shipping costs,Always,Yes,Moderately,Yes,4,Sometimes,3,4,Wide product selection,Product quality and accuracy,06/06/2023,03:26:08,Young Adult (18-25),Night
2023-06-06 03:28:17-05:30,62,Female,Less than once a month,Beauty and Personal Care,Sometimes,Rarely,,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Often,No,Never,Sometimes,5,Yes,4,3,User-friendly website/app interface,Shipping speed and reliability,06/06/2023,03:28:17,Senior Citizen (>60),Night
2023-06-06 03:34:32-05:30,27,Male,Less than once a month,others,No,Rarely,,First page,4,No,Never,others,Never,No,Never,No,5,No,5,5,Competitive prices,Customer service responsiveness,06/06/2023,03:34:32,Adult (26-40),Night
2023-06-06 03:35:25-05:30,34,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a month,,First page,3,Maybe,Sometimes,Found a better price elsewhere,Rarely,No,Occasionally,No,4,Yes,2,2,Wide product selection,Product quality and accuracy,06/06/2023,03:35:25,Adult (26-40),Night
2023-06-06 03:36:15-05:30,40,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,,Multiple pages,2,Maybe,Often,Found a better price elsewhere,Often,Yes,Occasionally,Sometimes,2,No,2,2,Competitive prices,Shipping speed and reliability,06/06/2023,03:36:15,Adult (26-40),Night
2023-06-06 03:36:46-05:30,22,Others,Less than once a month,others,Yes,Few times a month,,Multiple pages,4,Maybe,Often,Found a better price elsewhere,Rarely,Yes,Rarely,No,3,No,3,4,User-friendly website/app interface,Reducing packaging waste,06/06/2023,03:36:46,Young Adult (18-25),Night
2023-06-06 03:37:31-05:30,34,Prefer not to say,Few times a month,Clothing and Fashion;Home and Kitchen,No,Few times a month,,First page,3,Yes,Often,Found a better price elsewhere,Often,Yes,Heavily,Yes,1,Sometimes,2,2,User-friendly website/app interface,Product quality and accuracy,06/06/2023,03:37:31,Adult (26-40),Night
2023-06-06 03:37:33-05:30,24,Female,Less than once a month,Beauty and Personal Care;Home and Kitchen,No,Few times a week,,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Never,No,Heavily,Yes,1,Sometimes,3,1,User-friendly website/app interface,Product quality and accuracy,06/06/2023,03:37:33,Young Adult (18-25),Night
2023-06-06 03:38:15-05:30,44,Male,Few times a month,Clothing and Fashion;others,No,Few times a month,,First page,5,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Never,Sometimes,2,Yes,3,2,Product recommendations,Customer service responsiveness,06/06/2023,03:38:15,Middle-Aged Adult (41-60),Night
2023-06-06 03:39:03-05:30,31,Female,Once a month,Home and Kitchen;others,Sometimes,Rarely,,Multiple pages,4,No,Never,Changed my mind or no longer need the item,Often,Yes,Never,Sometimes,5,No,4,2,User-friendly website/app interface,Reducing packaging waste,06/06/2023,03:39:03,Adult (26-40),Night
2023-06-06 14:16:03-05:30,23,Female,Once a week,Clothing and Fashion,Sometimes,Few times a week,,Multiple pages,5,No,Rarely,others,Sometimes,No,Occasionally,Sometimes,3,Yes,3,3,Product recommendations,Product quality and accuracy,06/06/2023,14:16:03,Young Adult (18-25),Afternoon
2023-06-06 15:07:33-05:30,23,Female,Less than once a month,Beauty and Personal Care;others,Sometimes,Few times a month,,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Heavily,Yes,2,Yes,2,1,Wide product selection,Reducing packaging waste,06/06/2023,15:07:33,Young Adult (18-25),Afternoon
2023-06-06 15:09:32-05:30,22,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,No,Few times a week,,Multiple pages,5,Yes,Sometimes,Found a better price elsewhere,Never,No,Heavily,Yes,5,Sometimes,2,3,Competitive prices,Customer service responsiveness,06/06/2023,15:09:32,Young Adult (18-25),Afternoon
2023-06-06 15:15:55-05:30,24,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,,Multiple pages,1,Yes,Often,Found a better price elsewhere,Always,Yes,Heavily,Yes,1,Yes,1,1,Wide product selection,Customer service responsiveness,06/06/2023,15:15:55,Young Adult (18-25),Afternoon
2023-06-06 15:17:31-05:30,23,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,,Multiple pages,1,Yes,Often,Found a better price elsewhere,Always,Yes,Heavily,Yes,1,Yes,1,1,Wide product selection,Customer service responsiveness,06/06/2023,15:17:31,Young Adult (18-25),Afternoon
2023-06-06 15:29:35-05:30,25,Male,Less than once a month,others,Yes,Few times a month,,Multiple pages,5,Yes,Rarely,others,Never,No,Moderately,Yes,3,Sometimes,3,3,Wide product selection,Customer service responsiveness,06/06/2023,15:29:35,Young Adult (18-25),Afternoon
2023-06-06 15:33:52-05:30,23,Male,Once a week,Clothing and Fashion,Sometimes,Few times a week,,Multiple pages,1,No,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,No,1,No,2,2,Competitive prices,Customer service responsiveness,06/06/2023,15:33:52,Young Adult (18-25),Afternoon
2023-06-06 15:37:39-05:30,24,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,,Multiple pages,1,Yes,Often,others,Sometimes,Yes,Moderately,Yes,2,Yes,2,2,Competitive prices,Product quality and accuracy,06/06/2023,15:37:39,Young Adult (18-25),Afternoon
2023-06-06 15:47:06-05:30,24,Female,Few times a month,others,Yes,Few times a week,,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,2,Yes,3,2,Wide product selection,Customer service responsiveness,06/06/2023,15:47:06,Young Adult (18-25),Afternoon
2023-06-06 15:49:05-05:30,26,Female,Less than once a month,others,No,Few times a month,,Multiple pages,1,Yes,Sometimes,High shipping costs,Often,Yes,Moderately,Yes,1,Yes,2,1,Product recommendations,Shipping speed and reliability,06/06/2023,15:49:05,Adult (26-40),Afternoon
2023-06-06 15:52:47-05:30,25,Female,Less than once a month,Clothing and Fashion,Sometimes,Rarely,,First page,5,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,4,Sometimes,4,3,Wide product selection,Shipping speed and reliability,06/06/2023,15:52:47,Young Adult (18-25),Afternoon
2023-06-06 16:06:14-05:30,26,Male,Few times a month,Clothing and Fashion;others,No,Few times a week,,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Never,No,Occasionally,Sometimes,3,No,3,3,Product recommendations,Reducing packaging waste,06/06/2023,16:06:14,Adult (26-40),Afternoon
2023-06-06 16:16:31-05:30,29,Male,Less than once a month,others,No,Rarely,,First page,4,No,Sometimes,Found a better price elsewhere,Rarely,No,Moderately,Yes,3,Sometimes,4,4,Wide product selection,Product quality and accuracy,06/06/2023,16:16:31,Adult (26-40),Afternoon
2023-06-06 16:50:53-05:30,23,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a month,,Multiple pages,2,Yes,Often,High shipping costs,Often,Yes,Moderately,Yes,2,Yes,3,4,Competitive prices,Reducing packaging waste,06/06/2023,16:50:53,Young Adult (18-25),Afternoon
2023-06-06 17:19:21-05:30,30,Male,Multiple times a week,Clothing and Fashion;Home and Kitchen,Yes,Few times a week,,Multiple pages,3,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Yes,1,Yes,1,2,Competitive prices,Customer service responsiveness,06/06/2023,17:19:21,Adult (26-40),Afternoon
2023-06-06 17:30:16-05:30,23,Female,Less than once a month,Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,,Multiple pages,1,Yes,Sometimes,Found a better price elsewhere,Often,No,Heavily,Yes,3,Sometimes,3,3,Wide product selection,Customer service responsiveness,06/06/2023,17:30:16,Young Adult (18-25),Afternoon
2023-06-06 18:22:14-05:30,21,Female,Less than once a month,Clothing and Fashion,No,Rarely,,Multiple pages,1,Yes,Never,High shipping costs,Never,No,Heavily,Yes,4,Sometimes,3,3,Wide product selection,Reducing packaging waste,06/06/2023,18:22:14,Young Adult (18-25),Evening
2023-06-06 18:36:16-05:30,23,Female,Once a month,Beauty and Personal Care;Home and Kitchen,No,Few times a week,,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,No,3,Yes,2,2,Product recommendations,Product quality and accuracy,06/06/2023,18:36:16,Young Adult (18-25),Evening
2023-06-06 19:37:12-05:30,21,Female,Once a month,Clothing and Fashion,Sometimes,Few times a week,,Multiple pages,3,Yes,Always,Changed my mind or no longer need the item,Often,No,Moderately,Sometimes,3,Sometimes,3,3,User-friendly website/app interface,Customer service responsiveness,06/06/2023,19:37:12,Young Adult (18-25),Evening
2023-06-06 20:32:38-05:30,23,Female,Less than once a month,Clothing and Fashion;others,No,Few times a month,,Multiple pages,2,Yes,Often,Changed my mind or no longer need the item,Rarely,No,Moderately,Yes,2,Sometimes,2,1,Wide product selection,Shipping speed and reliability,06/06/2023,20:32:38,Young Adult (18-25),Evening
2023-06-06 21:55:49-05:30,27,Male,Once a month,others,Sometimes,Few times a month,,Multiple pages,3,Yes,Sometimes,Changed my mind or no longer need the item,Often,Yes,Moderately,Yes,3,Sometimes,3,1,Wide product selection,Product quality and accuracy,06/06/2023,21:55:49,Adult (26-40),Night
2023-06-06 22:16:25-05:30,38,Female,Once a month,Beauty and Personal Care;Home and Kitchen,No,Few times a month,,Multiple pages,2,Yes,Often,Changed my mind or no longer need the item,Never,Yes,Moderately,Sometimes,4,Sometimes,4,2,Wide product selection,Product quality and accuracy,06/06/2023,22:16:25,Adult (26-40),Night
2023-06-06 22:46:58-05:30,23,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Rarely,,First page,1,Yes,Sometimes,Found a better price elsewhere,Never,No,Heavily,Yes,3,No,2,2,User-friendly website/app interface,Product quality and accuracy,06/06/2023,22:46:58,Young Adult (18-25),Night
2023-06-07 00:02:00-05:30,38,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,,First page,3,No,Sometimes,Found a better price elsewhere,Rarely,No,Moderately,No,4,No,4,2,Product recommendations,Shipping speed and reliability,07/06/2023,00:02:00,Adult (26-40),Night
2023-06-07 00:02:36-05:30,23,Male,Few times a month,others,No,Few times a week,,Multiple pages,3,No,Rarely,Found a better price elsewhere,Sometimes,Yes,Heavily,Sometimes,2,Yes,3,3,Competitive prices,Reducing packaging waste,07/06/2023,00:02:36,Young Adult (18-25),Night
2023-06-07 00:03:23-05:30,24,Male,Once a week,Clothing and Fashion;others,No,Few times a week,,First page,2,No,Often,Found a better price elsewhere,Often,Yes,Occasionally,No,3,No,3,2,Product recommendations,Customer service responsiveness,07/06/2023,00:03:23,Young Adult (18-25),Night
2023-06-07 00:04:44-05:30,25,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,,First page,2,No,Often,Found a better price elsewhere,Sometimes,Yes,Heavily,No,2,Yes,3,2,Product recommendations,Customer service responsiveness,07/06/2023,00:04:44,Young Adult (18-25),Night
2023-06-07 00:05:14-05:30,26,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Few times a week,,Multiple pages,1,Yes,Often,Found a better price elsewhere,Sometimes,No,Heavily,Yes,1,Yes,2,1,Wide product selection,Customer service responsiveness,07/06/2023,00:05:14,Adult (26-40),Night
2023-06-07 00:05:33-05:30,27,Male,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,,First page,3,No,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,3,No,3,2,Competitive prices,Product quality and accuracy,07/06/2023,00:05:33,Adult (26-40),Night
2023-06-07 00:06:16-05:30,29,Prefer not to say,Once a week,Beauty and Personal Care,Yes,Few times a week,,Multiple pages,1,No,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,No,3,No,2,1,Competitive prices,Customer service responsiveness,07/06/2023,00:06:16,Adult (26-40),Night
2023-06-07 00:07:19-05:30,35,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Sometimes,No,Never,No,4,No,3,2,Competitive prices,Reducing packaging waste,07/06/2023,00:07:19,Adult (26-40),Night
2023-06-07 00:07:26-05:30,21,Female,Once a month,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Heavily,Yes,1,Sometimes,3,1,Competitive prices,Product quality and accuracy,07/06/2023,00:07:26,Young Adult (18-25),Night
2023-06-07 00:08:03-05:30,36,Male,Few times a month,Beauty and Personal Care;Home and Kitchen,No,Few times a month,,First page,4,Maybe,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,2,Yes,2,3,Product recommendations,Customer service responsiveness,07/06/2023,00:08:03,Adult (26-40),Night
2023-06-07 00:08:45-05:30,44,Female,Few times a month,Beauty and Personal Care,No,Multiple times a day,,First page,2,No,Often,High shipping costs,Sometimes,No,Occasionally,No,2,No,2,2,Competitive prices,Customer service responsiveness,07/06/2023,00:08:45,Middle-Aged Adult (41-60),Night
2023-06-07 00:08:49-05:30,32,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,,Multiple pages,1,Yes,Often,Found a better price elsewhere,Always,Yes,Heavily,Yes,1,Yes,1,1,User-friendly website/app interface,Customer service responsiveness,07/06/2023,00:08:49,Adult (26-40),Night
2023-06-07 00:09:26-05:30,30,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a month,,Multiple pages,3,Yes,Always,High shipping costs,Often,Yes,Moderately,Yes,4,No,3,2,Competitive prices,Product quality and accuracy,07/06/2023,00:09:26,Adult (26-40),Night
2023-06-07 00:10:27-05:30,36,Others,Less than once a month,others,Sometimes,Rarely,,First page,5,Maybe,Never,others,Never,No,Never,Sometimes,5,Sometimes,5,5,User-friendly website/app interface,Shipping speed and reliability,07/06/2023,00:10:27,Adult (26-40),Night
2023-06-07 00:10:30-05:30,25,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Rarely,,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Always,No,Heavily,Yes,1,Yes,1,1,Wide product selection,Customer service responsiveness,07/06/2023,00:10:30,Young Adult (18-25),Night
2023-06-07 00:11:11-05:30,20,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,,Multiple pages,1,Yes,Always,High shipping costs,Always,Yes,Heavily,Yes,4,Yes,1,1,Wide product selection,Product quality and accuracy,07/06/2023,00:11:11,Young Adult (18-25),Night
2023-06-07 00:12:00-05:30,35,Female,Once a week,Beauty and Personal Care,No,Few times a month,,First page,3,No,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,No,2,Sometimes,4,3,Product recommendations,Product quality and accuracy,07/06/2023,00:12:00,Adult (26-40),Night
2023-06-07 00:12:07-05:30,42,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few times a month,,Multiple pages,1,Yes,Often,Found a better price elsewhere,Always,Yes,Heavily,Yes,1,Yes,1,1,Wide product selection,Product quality and accuracy,07/06/2023,00:12:07,Middle-Aged Adult (41-60),Night
2023-06-07 00:13:02-05:30,37,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,,Multiple pages,2,No,Often,Found a better price elsewhere,Often,No,Moderately,No,2,No,1,1,Product recommendations,Reducing packaging waste,07/06/2023,00:13:02,Adult (26-40),Night
2023-06-07 00:13:32-05:30,28,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple times a day,,Multiple pages,1,Yes,Often,Changed my mind or no longer need the item,Always,Yes,Heavily,Yes,3,Sometimes,2,1,Wide product selection,Customer service responsiveness,07/06/2023,00:13:32,Adult (26-40),Night
